transaction_id,customer_id,timestamp,amount,currency,origin_country,destination_country,channel,device_type,is_anomaly
TXN00000087,CUST000152,2025-01-30 02:10:52.562049,241.3,USD,ES,ES,web,pos,0
TXN00000088,CUST000118,2025-05-09 15:44:52.562049,434.16,USD,GB,GB,sucursal,atm,0
TXN00000089,CUST000094,2024-12-16 12:14:52.562049,361.89,JPY,US,DE,cajero,mobile,0
TXN00000090,CUST000084,2025-03-25 06:10:52.562049,32.66,GBP,FR,US,app,atm,0
TXN00000091,CUST000080,2025-08-23 06:08:52.562049,35.03,GBP,GB,ES,web,tablet,0
TXN00000092,CUST000073,2024-11-24 16:48:52.562049,64.18,USD,GB,FR,app,desktop,0
TXN00000093,CUST000081,2025-09-07 14:07:52.562049,144.67,EUR,US,ES,app,pos,0
TXN00000094,CUST000189,2024-11-13 03:57:52.562049,52.53,JPY,ES,US,cajero,mobile,0
TXN00000095,CUST000188,2025-06-14 14:50:52.562049,61.24,GBP,ES,GB,app,tablet,0
TXN00000096,CUST000171,2025-10-08 07:47:52.562049,742.7,CHF,US,DE,app,pos,0
TXN00000097,CUST000130,2025-03-03 17:03:52.562049,476.08,USD,US,US,sucursal,tablet,0
TXN00000098,CUST000137,2025-03-14 12:29:52.562049,108.75,JPY,US,DE,app,tablet,0
TXN00000099,CUST000156,2025-08-02 11:20:52.562049,802.35,CHF,FR,GB,cajero,mobile,0
TXN00000100,CUST000174,2025-11-01 12:57:52.562049,468.38,GBP,GB,ES,sucursal,desktop,0
TXN00000101,CUST000012,2025-10-21 17:19:52.562049,221.0,CHF,GB,GB,web,pos,0
TXN00000102,CUST000042,2025-10-12 01:37:52.562049,102.18,EUR,DE,ES,app,atm,0
TXN00000103,CUST000000,2025-08-08 16:45:52.562049,90.96,CHF,FR,US,sucursal,tablet,0
TXN00000104,CUST000013,2025-03-07 02:47:52.562049,63.38,JPY,ES,DE,web,atm,0
TXN00000105,CUST000175,2025-03-20 13:03:52.562049,53.78,EUR,US,ES,app,desktop,0
TXN00000106,CUST000006,2025-10-14 09:22:52.562049,328.16,EUR,GB,FR,web,desktop,0
TXN00000107,CUST000045,2025-07-24 16:50:52.562049,1099.3,CHF,ES,ES,cajero,atm,0
TXN00000108,CUST000106,2025-03-08 00:40:52.562049,150.52,USD,FR,ES,app,atm,0
TXN00000109,CUST000049,2025-08-16 13:10:52.562049,298.52,EUR,US,FR,cajero,desktop,0
TXN00000110,CUST000168,2025-08-07 02:55:52.562049,150.36,USD,US,FR,web,tablet,0
TXN00000111,CUST000051,2024-12-14 06:32:52.562049,33.37,CHF,FR,DE,app,desktop,0
TXN00000112,CUST000037,2025-05-29 03:12:52.562049,238.09,JPY,DE,US,sucursal,desktop,0
TXN00000113,CUST000188,2025-03-11 07:57:52.562049,47.32,USD,DE,US,app,tablet,0
TXN00000114,CUST000120,2025-01-16 11:02:52.562049,61.92,GBP,US,US,web,atm,0
TXN00000115,CUST000013,2025-02-22 15:10:52.562049,219.93,EUR,FR,US,sucursal,mobile,0
TXN00000116,CUST000182,2025-09-02 01:52:52.562049,18.76,JPY,FR,DE,app,desktop,0
TXN00000117,CUST000073,2025-06-22 13:10:52.562049,73.47,GBP,ES,US,web,pos,0
TXN00000118,CUST000009,2025-10-29 03:59:52.562049,17.23,USD,FR,FR,sucursal,pos,0
TXN00000119,CUST000149,2025-06-08 09:52:52.562049,73.35,JPY,GB,ES,sucursal,tablet,0
TXN00000120,CUST000174,2025-09-16 03:51:52.562049,82.15,CHF,ES,GB,sucursal,atm,0
TXN00000121,CUST000128,2025-08-25 01:09:52.562049,950.18,GBP,FR,FR,cajero,desktop,0
TXN00000122,CUST000171,2024-12-04 11:55:52.562049,113.25,CHF,FR,FR,sucursal,desktop,0
TXN00000123,CUST000158,2025-09-17 07:14:52.562049,393.75,JPY,ES,DE,sucursal,tablet,0
TXN00000124,CUST000096,2025-05-10 13:49:52.562049,88.29,JPY,FR,FR,sucursal,tablet,0
TXN00000125,CUST000162,2025-01-26 04:40:52.562049,121.73,EUR,ES,ES,app,desktop,0
TXN00000126,CUST000179,2025-08-25 14:50:52.562049,99.05,EUR,FR,DE,web,tablet,0
TXN00000127,CUST000005,2025-01-10 14:58:52.562049,73.83,EUR,ES,FR,web,tablet,0
TXN00000128,CUST000049,2024-12-28 14:18:52.562049,225.17,EUR,ES,GB,cajero,pos,0
TXN00000129,CUST000126,2025-10-21 16:31:52.562049,123.31,EUR,FR,ES,sucursal,pos,0
TXN00000130,CUST000097,2025-04-03 02:58:52.562049,246.06,JPY,DE,ES,app,desktop,0
TXN00000131,CUST000150,2025-08-16 04:51:52.562049,242.55,CHF,ES,GB,app,tablet,0
TXN00000132,CUST000090,2025-08-19 16:04:52.562049,194.5,CHF,FR,ES,cajero,atm,0
TXN00000133,CUST000029,2025-06-21 07:06:52.562049,111.63,EUR,GB,ES,sucursal,pos,0
TXN00000134,CUST000065,2025-05-15 01:59:52.562049,199.77,CHF,GB,US,sucursal,pos,0
TXN00000135,CUST000137,2025-09-10 08:39:52.562049,217.94,JPY,ES,ES,sucursal,mobile,0
TXN00000136,CUST000160,2025-02-21 09:09:52.562049,199.56,USD,GB,GB,app,pos,0
TXN00000137,CUST000123,2025-10-14 11:46:52.562049,194.04,CHF,GB,US,app,pos,0
TXN00000138,CUST000117,2025-04-23 03:30:52.562049,72.47,CHF,FR,ES,app,desktop,0
TXN00000139,CUST000136,2025-02-22 06:58:52.562049,97.13,GBP,DE,FR,app,atm,0
TXN00000140,CUST000116,2024-11-12 04:53:52.562049,314.8,EUR,US,FR,cajero,tablet,0
TXN00000141,CUST000059,2025-02-23 11:43:52.562049,67.12,JPY,GB,GB,sucursal,desktop,0
TXN00000142,CUST000187,2025-08-22 10:22:52.562049,171.46,GBP,US,DE,sucursal,tablet,0
TXN00000143,CUST000135,2025-01-24 01:59:52.562049,51.54,USD,GB,US,web,mobile,0
TXN00000144,CUST000099,2025-08-28 02:03:52.562049,28.35,GBP,ES,DE,web,tablet,0
TXN00000145,CUST000119,2025-02-27 12:13:52.562049,230.98,CHF,FR,DE,cajero,mobile,0
TXN00000146,CUST000056,2024-11-18 07:58:52.562049,45.13,EUR,US,GB,cajero,desktop,0
TXN00000147,CUST000048,2025-11-01 05:21:52.562049,92.97,CHF,DE,US,cajero,tablet,0
TXN00000148,CUST000181,2025-06-25 05:21:52.562049,377.78,CHF,US,GB,app,tablet,0
TXN00000149,CUST000037,2025-01-24 01:07:52.562049,50.09,USD,FR,GB,app,atm,0
TXN00000150,CUST000068,2024-11-08 09:18:52.562049,342.8,USD,ES,FR,cajero,tablet,0
TXN00000151,CUST000004,2025-10-28 05:04:52.562049,336.07,JPY,US,DE,web,pos,0
TXN00000152,CUST000136,2025-02-26 02:16:52.562049,131.14,JPY,ES,FR,cajero,desktop,0
TXN00000153,CUST000085,2025-10-19 05:12:52.562049,288.68,JPY,DE,FR,sucursal,tablet,0
TXN00000154,CUST000004,2025-03-31 02:50:52.562049,306.17,USD,FR,DE,app,desktop,0
TXN00000155,CUST000089,2025-07-05 07:39:52.562049,48.15,JPY,FR,ES,cajero,desktop,0
TXN00000156,CUST000114,2025-09-28 15:15:52.562049,55.77,GBP,ES,GB,cajero,tablet,0
TXN00000157,CUST000073,2025-06-09 15:36:52.562049,946.03,EUR,DE,GB,web,pos,0
TXN00000158,CUST000000,2024-12-16 00:38:52.562049,39.69,JPY,DE,DE,sucursal,atm,0
TXN00000159,CUST000116,2025-05-22 04:10:52.562049,74.72,GBP,US,DE,cajero,pos,0
TXN00000160,CUST000166,2025-08-08 00:32:52.562049,110.86,EUR,GB,FR,sucursal,atm,0
TXN00000161,CUST000152,2025-09-10 09:06:52.562049,55.39,GBP,ES,DE,web,mobile,0
TXN00000162,CUST000147,2025-03-18 05:22:52.562049,68.33,USD,FR,US,app,atm,0
TXN00000163,CUST000151,2025-06-04 08:06:52.562049,238.08,EUR,ES,GB,sucursal,atm,0
TXN00000164,CUST000132,2025-02-05 08:18:52.562049,129.76,EUR,GB,US,web,mobile,0
TXN00000165,CUST000105,2025-10-26 15:45:52.562049,978.66,JPY,ES,US,sucursal,desktop,0
TXN00000166,CUST000003,2025-03-03 15:15:52.632802,106751.41,EUR,DE,DE,web,tablet,1
TXN00000167,CUST000055,2025-01-06 02:46:52.562049,48.27,EUR,GB,US,web,tablet,0
TXN00000168,CUST000013,2025-07-09 07:32:52.562049,13.67,EUR,ES,FR,app,pos,0
TXN00000169,CUST000117,2024-12-09 12:20:52.562049,20.7,EUR,GB,ES,web,desktop,0
TXN00000170,CUST000121,2024-11-21 06:02:52.562049,75.04,GBP,US,ES,sucursal,desktop,0
TXN00000171,CUST000037,2025-08-10 05:55:52.562049,259.48,USD,GB,ES,app,atm,0
TXN00000172,CUST000117,2025-01-01 03:19:52.562049,1046.4,USD,GB,US,sucursal,desktop,0
TXN00000173,CUST000156,2025-05-26 12:37:52.562049,295.13,JPY,US,DE,cajero,atm,0
TXN00000174,CUST000124,2025-04-29 01:29:52.562049,249.47,USD,FR,US,web,mobile,0
TXN00000175,CUST000103,2025-06-28 08:11:52.562049,145.34,EUR,DE,US,web,desktop,0
TXN00000176,CUST000118,2025-03-09 10:20:52.562049,298.24,JPY,ES,DE,app,atm,0
TXN00000177,CUST000064,2025-08-22 05:02:52.562049,31.66,GBP,GB,FR,sucursal,pos,0
TXN00000178,CUST000013,2025-09-30 03:22:52.562049,58.23,JPY,DE,GB,sucursal,mobile,0
TXN00000179,CUST000006,2025-09-13 08:52:52.562049,246.1,JPY,DE,DE,sucursal,atm,0
TXN00000180,CUST000074,2025-06-14 03:49:52.562049,63.37,GBP,GB,GB,cajero,desktop,0
TXN00000181,CUST000092,2025-09-13 11:34:52.562049,73.19,GBP,US,ES,sucursal,tablet,0
TXN00000182,CUST000026,2025-07-07 15:10:52.562049,81.14,EUR,ES,DE,app,desktop,0
TXN00000183,CUST000160,2025-09-13 02:53:52.562049,228.0,JPY,FR,DE,web,mobile,0
TXN00000184,CUST000104,2024-11-14 10:24:52.562049,81.29,CHF,ES,ES,app,tablet,0
TXN00000185,CUST000075,2024-11-23 13:57:52.562049,272.67,EUR,GB,DE,sucursal,pos,0
TXN00000186,CUST000179,2025-09-19 15:39:52.562049,237.81,GBP,US,GB,web,pos,0
TXN00000187,CUST000108,2025-06-22 01:31:52.562049,537.21,CHF,US,ES,sucursal,desktop,0
TXN00000188,CUST000039,2025-05-26 03:49:52.562049,327.13,CHF,GB,ES,app,desktop,0
TXN00000189,CUST000121,2024-11-23 04:57:52.562049,221.22,EUR,FR,ES,cajero,atm,0
TXN00000190,CUST000165,2025-10-15 03:48:52.562049,125.3,CHF,FR,DE,sucursal,atm,0
TXN00000191,CUST000164,2025-04-09 11:40:52.562049,88.84,CHF,FR,DE,cajero,desktop,0
TXN00000192,CUST000002,2025-09-21 12:25:52.562049,375.93,EUR,DE,GB,web,mobile,0
TXN00000193,CUST000078,2025-03-21 08:31:52.562049,94.63,JPY,GB,GB,cajero,tablet,0
TXN00000194,CUST000001,2025-08-14 08:51:52.562049,73.89,CHF,DE,DE,cajero,pos,0
TXN00000195,CUST000145,2025-03-30 00:58:52.562049,97.77,USD,FR,GB,cajero,mobile,0
TXN00000196,CUST000044,2025-07-20 05:27:52.562049,160.13,JPY,FR,FR,cajero,pos,0
TXN00000197,CUST000096,2025-03-19 02:46:52.562049,80.92,CHF,US,US,app,pos,0
TXN00000198,CUST000176,2025-07-26 04:12:52.562049,168.7,USD,FR,FR,web,desktop,0
TXN00000199,CUST000184,2025-06-24 09:10:52.562049,407.27,USD,US,US,sucursal,mobile,0
TXN00000200,CUST000066,2024-12-03 14:59:52.562049,63.66,JPY,US,DE,web,desktop,0
TXN00000201,CUST000033,2025-10-16 08:38:52.562049,105.24,USD,DE,FR,cajero,mobile,0
TXN00000202,CUST000022,2025-10-04 08:01:52.562049,322.03,USD,GB,FR,app,desktop,0
TXN00000203,CUST000116,2025-02-14 08:19:52.562049,266.71,CHF,US,GB,app,desktop,0
TXN00000204,CUST000018,2025-01-03 08:19:52.562049,90.87,CHF,ES,FR,web,pos,0
TXN00000205,CUST000091,2025-06-17 09:23:52.562049,50.32,USD,DE,DE,app,desktop,0
TXN00000206,CUST000148,2025-10-08 01:11:52.562049,112.35,CHF,FR,US,web,tablet,0
TXN00000207,CUST000010,2025-06-12 09:02:52.562049,163.91,GBP,GB,GB,cajero,desktop,0
TXN00000208,CUST000177,2025-06-17 14:53:52.562049,1965.64,CHF,FR,FR,app,mobile,0
TXN00000209,CUST000157,2025-09-05 13:16:52.562049,445.31,GBP,US,DE,sucursal,atm,0
TXN00000210,CUST000064,2025-04-30 10:37:52.562049,19.57,GBP,GB,FR,cajero,desktop,0
TXN00000211,CUST000099,2025-05-01 13:06:52.562049,124.63,EUR,ES,FR,cajero,desktop,0
TXN00000212,CUST000101,2025-01-05 14:32:52.562049,317.19,USD,ES,US,sucursal,mobile,0
TXN00000213,CUST000070,2025-09-12 07:42:52.632802,205.05,EUR,FR,IR,sucursal,desktop,1
TXN00000214,CUST000052,2025-03-05 10:41:52.562049,214.33,JPY,FR,DE,sucursal,atm,0
TXN00000215,CUST000174,2025-08-06 09:56:52.562049,136.63,JPY,FR,US,web,pos,0
TXN00000216,CUST000057,2025-02-25 07:25:52.562049,44.25,CHF,GB,FR,sucursal,tablet,0
TXN00000217,CUST000013,2025-06-10 11:26:52.562049,135.84,CHF,FR,ES,sucursal,mobile,0
TXN00000218,CUST000028,2025-05-09 17:20:52.562049,111.0,EUR,FR,ES,sucursal,tablet,0
TXN00000219,CUST000110,2025-08-08 13:15:52.562049,209.0,GBP,ES,ES,sucursal,tablet,0
TXN00000220,CUST000040,2024-11-12 01:08:52.562049,94.83,EUR,FR,DE,app,mobile,0
TXN00000221,CUST000100,2025-02-01 02:59:52.562049,321.58,EUR,GB,DE,sucursal,pos,0
TXN00000222,CUST000001,2025-10-11 12:18:52.562049,94.95,JPY,ES,FR,cajero,mobile,0
TXN00000223,CUST000038,2025-10-12 10:06:52.562049,68.72,GBP,DE,US,cajero,atm,0
TXN00000224,CUST000038,2025-08-29 14:24:52.562049,123.06,JPY,GB,ES,web,atm,0
TXN00000225,CUST000154,2025-06-26 15:25:52.562049,13.64,CHF,GB,GB,web,tablet,0
TXN00000226,CUST000089,2025-06-03 16:26:52.562049,143.59,EUR,GB,DE,web,mobile,0
TXN00000227,CUST000090,2025-10-11 13:16:52.562049,272.91,CHF,DE,DE,cajero,desktop,0
TXN00000228,CUST000027,2025-03-11 08:35:52.562049,1440.05,JPY,DE,DE,sucursal,atm,0
TXN00000229,CUST000092,2025-03-08 03:09:52.562049,79.86,JPY,DE,US,cajero,desktop,0
TXN00000230,CUST000120,2024-11-15 15:04:52.562049,262.37,EUR,GB,DE,sucursal,desktop,0
TXN00000231,CUST000134,2025-05-10 02:50:52.562049,700.05,JPY,ES,US,cajero,tablet,0
TXN00000232,CUST000045,2025-04-15 02:10:52.562049,55.0,CHF,FR,ES,cajero,desktop,0
TXN00000233,CUST000025,2025-07-19 06:33:52.562049,118.69,JPY,GB,GB,app,tablet,0
TXN00000234,CUST000134,2024-12-28 12:21:52.562049,177.01,USD,ES,GB,sucursal,mobile,0
TXN00000235,CUST000081,2024-12-07 10:52:52.562049,415.48,JPY,GB,US,web,atm,0
TXN00000236,CUST000013,2025-09-25 04:40:52.562049,354.27,EUR,US,GB,app,mobile,0
TXN00000237,CUST000102,2024-12-10 11:26:52.562049,316.33,CHF,FR,GB,sucursal,atm,0
TXN00000238,CUST000091,2025-03-14 10:13:52.562049,168.91,USD,ES,FR,sucursal,atm,0
TXN00000239,CUST000125,2025-07-26 10:03:52.562049,193.93,JPY,US,DE,app,desktop,0
TXN00000240,CUST000074,2025-01-20 13:35:52.562049,831.37,JPY,FR,US,app,atm,0
TXN00000241,CUST000184,2024-11-21 06:01:52.562049,75.57,GBP,FR,FR,app,desktop,0
TXN00000242,CUST000162,2025-06-28 04:54:52.562049,119.14,EUR,ES,DE,sucursal,atm,0
TXN00000243,CUST000163,2024-12-09 04:04:52.562049,88.91,USD,GB,US,sucursal,desktop,0
TXN00000244,CUST000124,2025-04-01 03:18:52.562049,29.56,GBP,US,FR,web,mobile,0
TXN00000245,CUST000182,2025-05-14 17:05:52.562049,650.36,GBP,FR,FR,app,tablet,0
TXN00000246,CUST000062,2025-09-28 17:24:52.562049,37.21,EUR,DE,DE,web,atm,0
TXN00000247,CUST000179,2024-12-12 06:10:52.562049,41.71,JPY,FR,GB,app,mobile,0
TXN00000248,CUST000046,2025-03-12 11:11:52.562049,419.21,CHF,FR,US,cajero,mobile,0
TXN00000249,CUST000149,2025-04-27 04:44:52.562049,63.71,CHF,FR,US,web,atm,0
TXN00000250,CUST000010,2025-08-10 15:03:52.562049,348.4,EUR,ES,FR,sucursal,mobile,0
TXN00000251,CUST000122,2025-06-18 10:38:52.562049,73.55,USD,DE,FR,web,desktop,0
TXN00000252,CUST000109,2025-04-06 14:30:52.562049,198.77,GBP,ES,DE,sucursal,tablet,0
TXN00000253,CUST000057,2025-01-01 12:39:52.562049,846.36,EUR,GB,DE,app,desktop,0
TXN00000254,CUST000157,2025-09-18 13:33:52.562049,257.72,USD,DE,GB,cajero,pos,0
TXN00000255,CUST000171,2025-04-09 04:37:52.562049,89.2,GBP,GB,FR,sucursal,atm,0
TXN00000256,CUST000069,2025-06-04 12:36:52.562049,56.25,CHF,ES,FR,app,tablet,0
TXN00000257,CUST000074,2024-12-11 04:37:52.632802,231.99,CHF,US,ES,web,pos,1
TXN00000258,CUST000134,2024-11-05 09:45:52.562049,133.32,EUR,GB,FR,cajero,atm,0
TXN00000259,CUST000125,2025-05-02 14:30:52.562049,137.6,EUR,US,GB,app,desktop,0
TXN00000260,CUST000170,2025-06-09 07:07:52.562049,114.86,EUR,DE,ES,sucursal,atm,0
TXN00000261,CUST000185,2024-11-10 13:35:52.562049,174.28,EUR,US,DE,cajero,mobile,0
TXN00000262,CUST000161,2025-08-31 17:05:52.562049,58.0,GBP,ES,ES,web,tablet,0
TXN00000263,CUST000073,2024-12-06 08:24:52.562049,53.02,CHF,DE,DE,app,desktop,0
TXN00000264,CUST000177,2025-04-24 08:26:52.562049,35.16,CHF,ES,US,cajero,atm,0
TXN00000265,CUST000168,2024-11-18 14:47:52.562049,35.3,JPY,ES,GB,web,tablet,0
TXN00000266,CUST000163,2025-10-08 15:39:52.562049,18.68,JPY,DE,US,cajero,mobile,0
TXN00000267,CUST000100,2025-10-04 09:57:52.562049,161.23,EUR,ES,US,app,mobile,0
TXN00000268,CUST000054,2025-10-06 09:55:52.562049,215.58,USD,DE,US,sucursal,desktop,0
