transaction_id,customer_id,timestamp,amount,currency,origin_country,destination_country,channel,device_type,is_anomaly,tipo,hour,day_of_week,day_of_month,month,customer_avg_amount,customer_std_amount,customer_min_amount,customer_max_amount,customer_transaction_count,customer_unique_countries,customer_unique_channels,amount_deviation,currency_encoded,origin_country_encoded,destination_country_encoded,channel_encoded,device_type_encoded,anomaly_score,predicted_anomaly,pred_isolation_forest,score_isolation_forest,pred_lof,score_lof,pred_random_forest,score_random_forest,pred_logistic_regression,score_logistic_regression,pred_decision_tree,score_decision_tree
TXN00007034,CUST000121,2025-04-11 21:19:57.003505,357.85,EUR,ES,DE,sucursal,desktop,0,Normal,21,4,11,4,981.1530612244898,662.239680117164,101.46,2575.07,49,5,4,-0.9412046408530063,1,2,3,2,1,0.0,0,0,0.43768460283451127,0,0.9593888023318554,0,0.0,0,0.015820643208091855,0,0.0
TXN00006444,CUST000155,2025-10-27 06:26:57.003505,505.31,EUR,IT,FR,web,pos,0,Normal,6,0,27,10,955.0666666666667,767.1100594112946,122.32,2967.61,45,5,4,-0.5863000498592401,1,5,5,3,3,0.0,0,0,0.45924081749779344,0,1.0269473085922078,0,0.0,0,0.012353483952504988,0,0.0
TXN00007567,CUST000022,2025-08-30 18:18:57.107482,15182.08,EUR,IT,SY,cajero,tablet,1,Fraude,18,5,30,8,10301.100588235295,13087.105408488525,1670.97,67315.05,51,12,4,0.37296096111718147,1,5,13,1,4,1.0,1,1,0.5764000581835536,0,1.1267041059717129,1,0.5843975372963931,1,0.8758105353588,1,1.0
TXN00000169,CUST000072,2025-03-08 04:26:57.003505,2877.49,GBP,GB,GB,sucursal,desktop,0,Normal,4,5,8,3,5567.7047999999995,3639.3995975049706,1298.32,14110.12,50,6,4,-0.7391919263565104,2,4,6,2,1,0.0,0,0,0.45338086719800164,0,1.0737942166892178,0,0.0,0,0.009789773923774463,0,0.0
TXN00001337,CUST000177,2025-05-29 00:10:57.003505,619.71,EUR,FR,DE,cajero,pos,0,Normal,0,3,29,5,882.1804000000001,714.9039851529658,108.09,2740.13,50,5,4,-0.3671407700667654,1,3,3,1,3,0.0,0,0,0.4445334881529644,0,0.9949322024304538,0,0.0,0,0.008714942085914324,0,0.0
TXN00000544,CUST000025,2025-08-19 21:24:57.003505,2357.1,EUR,ES,ES,cajero,atm,0,Normal,21,1,19,8,4343.914923076923,14920.775001268592,113.57,85819.96,65,10,4,-0.1331576223604231,1,2,4,1,0,0.0,0,0,0.46391683500507747,0,0.9996278135770982,0,0.2486172771358416,1,0.7827484696332224,0,0.0
TXN00003536,CUST000141,2025-12-31 04:44:57.003505,2971.69,EUR,GB,IT,cajero,tablet,0,Normal,4,2,31,12,881.8225000000001,797.0668304624176,106.03,2971.69,48,5,4,2.6219476429167394,1,4,8,1,4,0.0,0,0,0.5219474239204195,0,1.0677353331726305,0,0.0,0,0.0111340010075985,0,0.0
TXN00004655,CUST000079,2025-09-16 01:05:57.003505,4565.98,EUR,FR,US,web,mobile,0,Normal,1,1,16,9,8145.75744680851,6052.306858239896,540.85,22648.11,47,6,4,-0.5914732233616607,1,3,14,3,2,0.0,0,0,0.4886409211409819,0,0.991987791914289,0,0.0,0,0.013434523563703648,0,0.0
TXN00008117,CUST000090,2025-12-24 04:09:57.003505,6872.33,USD,GB,ES,web,pos,0,Normal,4,2,24,12,7876.1302173913045,6513.608792365749,504.72,24011.29,46,6,4,-0.15410815252117946,3,4,4,3,3,0.0,0,0,0.5067343906470034,0,1.0123772479294908,0,0.0,0,0.01216552905024183,0,0.0
TXN00009727,CUST000018,2025-08-15 20:00:57.107482,17120.41,EUR,FR,FR,web,pos,1,Fraude,20,4,15,8,1260.8659574468084,4033.3930453795238,15.89,17120.41,47,4,4,3.9320601439498,1,3,5,3,3,1.0,1,0,0.500536943648061,1,1.2044035643572193,0,0.4648031709723285,1,0.6072563974864332,1,1.0
TXN00004479,CUST000059,2025-04-25 21:15:57.003505,20.58,EUR,FR,FR,sucursal,atm,0,Normal,21,4,25,4,141.4556862745098,127.69645729236034,11.48,485.42,51,3,4,-0.9465860517271792,1,3,5,2,0,0.0,0,0,0.4621509689091973,0,0.9861639294996417,0,0.0,0,0.0102572229603894,0,0.0
TXN00006836,CUST000111,2025-01-22 06:58:57.003505,367.23,EUR,ES,IT,web,pos,0,Normal,6,2,22,1,149.84564102564102,120.71725075770787,10.45,438.85,39,3,4,1.8007729285510252,1,2,8,3,3,0.0,0,0,0.5290664986555121,0,1.1320886058063582,0,0.0,0,0.0042961680424420945,0,0.0
TXN00005046,CUST000037,2025-11-27 22:29:57.003505,153.49,EUR,ES,ES,cajero,pos,0,Normal,22,3,27,11,3344.5771604938273,14448.411660449672,10.52,94457.02,81,9,4,-0.22086075862636736,1,2,4,1,3,0.0,0,0,0.4997940116321434,0,1.0441295783937132,0,0.02788235294117647,1,0.5550742197310662,0,0.0
TXN00002105,CUST000069,2025-06-09 07:39:57.003505,238.57,EUR,FR,ES,sucursal,mobile,0,Normal,7,0,9,6,169.07313725490195,120.3676959236189,15.12,478.18,51,3,4,0.5773713755543425,1,3,4,2,2,0.0,0,0,0.44728802046913935,0,0.9918938068009583,0,0.0,0,0.006914736810994185,0,0.0
TXN00006195,CUST000017,2025-10-12 04:50:57.003505,1606.85,EUR,FR,US,sucursal,tablet,0,Normal,4,6,12,10,15977.346615384617,23735.85855892997,1012.73,95316.24,65,9,4,-0.605434034715912,1,3,14,2,4,0.0,0,0,0.5495814171326717,0,1.0655528876959062,0,0.0706234974415633,0,0.052317081440854424,0,0.0
TXN00006981,CUST000099,2025-05-26 02:37:57.003505,279.78,EUR,IT,FR,cajero,mobile,0,Normal,2,0,26,5,135.7517777777778,119.34773310276017,10.87,491.1,45,3,4,1.20679477750463,1,5,5,1,2,0.0,0,0,0.4902738636737817,0,1.0720558598081822,0,0.0,0,0.00468670504932506,0,0.0
TXN00001712,CUST000158,2025-12-26 05:45:57.003505,1864.28,GBP,GB,IT,web,mobile,0,Normal,5,4,26,12,800.725,537.8160320696686,170.04,2304.86,44,5,4,1.9775442430185548,2,4,8,3,2,0.0,0,0,0.5254299480099556,0,1.1068971622951644,0,0.0,0,0.011525315855784386,0,0.0
TXN00005307,CUST000058,2025-09-14 08:19:57.003505,4125.23,EUR,FR,GB,sucursal,atm,0,Normal,8,6,14,9,5591.0198,3793.973079900562,1030.04,14421.18,50,6,4,-0.38634691621271894,1,3,6,2,0,0.0,0,0,0.4434988813377225,0,0.9885268724352205,0,0.0,0,0.009431538841140228,0,0.0
TXN00009415,CUST000164,2025-12-21 05:02:57.003505,4272.73,GBP,US,ES,app,atm,0,Normal,5,6,21,12,5759.409827586207,3931.2540620704726,1054.44,14842.44,58,6,4,-0.3781693586155683,2,6,4,0,0,0.0,0,0,0.5327670304578345,0,1.1167456853963063,0,0.0,0,0.009687951406068911,0,0.0
TXN00001893,CUST000119,2025-12-20 06:18:57.003505,1035.0,GBP,US,US,web,desktop,0,Normal,6,5,20,12,5182.4826530612245,3810.198553881289,1035.0,14102.78,49,6,4,-1.088521396804331,2,6,14,3,1,0.0,0,0,0.5357321142263881,0,1.1159964627128616,0,0.0,0,0.021937389201768166,0,0.0
TXN00004043,CUST000095,2025-02-15 00:08:57.003505,354.31,EUR,IT,IT,app,tablet,0,Normal,0,5,15,2,175.85649999999998,142.59839717673157,10.78,490.31,60,3,4,1.251441126139656,1,5,8,0,4,0.0,0,0,0.5271004934472032,0,1.1483842933284982,0,0.008636363636363636,0,0.007443844786688452,0,0.0
TXN00008741,CUST000139,2025-02-10 01:43:57.003505,4293.67,EUR,US,DE,sucursal,pos,0,Normal,1,0,10,2,5999.512857142858,5088.7018853137615,532.86,19230.71,49,6,4,-0.3352216135377827,1,6,3,2,3,0.0,0,0,0.48660720899861987,0,1.0666773860324281,0,0.0,0,0.008374204430050635,0,0.0
TXN00000536,CUST000159,2025-04-22 01:47:57.003505,4476.7,GBP,GB,ES,cajero,mobile,0,Normal,1,1,22,4,5364.320277777778,2907.7495496055617,1837.52,14914.47,36,6,4,-0.3052602235267904,2,4,4,1,2,0.0,0,0,0.480585320299122,0,1.10828924133531,0,0.0,0,0.009797516934634576,0,0.0
TXN00009446,CUST000043,2025-04-08 18:53:57.003505,1630.7,EUR,CH,CH,web,atm,0,Normal,18,1,8,4,14802.66984375,19505.427795265667,654.06,90854.63,64,10,4,-0.6752976649028833,1,0,1,3,0,0.0,0,0,0.5592711357854525,0,1.0514099238269534,0,0.026838403197748453,0,0.00402295799754567,0,0.0
TXN00001220,CUST000004,2025-08-27 01:53:57.107482,54510.55,EUR,DE,GB,web,pos,1,Fraude,1,2,27,8,14062.081549295775,19520.768114931096,601.38,95541.67,71,12,4,2.0720736095263494,1,1,6,3,3,1.0,1,1,0.6059703922825042,0,1.0583169766094256,1,0.8975201692532095,1,0.9999983787923956,1,1.0
TXN00008596,CUST000184,2025-06-10 22:51:57.003505,65.08,EUR,FR,FR,app,atm,0,Normal,22,1,10,6,141.98777777777778,127.80667248159469,12.93,486.33,54,3,4,-0.6017508764035956,1,3,5,0,0,0.0,0,0,0.47180480603812686,0,0.9894426578145954,0,0.0,0,0.02113939361756271,0,0.0
TXN00009658,CUST000124,2025-10-23 04:47:57.003505,547.16,EUR,DE,GB,web,mobile,0,Normal,4,3,23,10,909.7118867924529,685.5308862425715,105.13,2668.3,53,5,4,-0.5288629491965777,1,1,6,3,2,0.0,0,0,0.42824077920115405,0,0.9758288896537886,0,0.0,0,0.012489628474217272,0,0.0
TXN00006880,CUST000083,2025-06-29 02:12:57.003505,80.94,EUR,ES,IT,cajero,pos,0,Normal,2,6,29,6,158.37742857142857,131.01619648393864,23.45,495.8,70,3,4,-0.5910523283269741,1,2,8,1,3,0.0,0,0,0.49937495047084846,0,1.0632812510156173,0,0.0,0,0.008410325028488635,0,0.0
TXN00006454,CUST000044,2025-12-13 04:37:57.107482,3074.36,EUR,ES,CN,app,atm,1,Fraude,4,5,13,12,1931.648222222222,3870.370479347076,127.53,24725.19,45,7,4,0.2952460968737301,1,2,2,0,0,0.0,0,0,0.4846814414617531,0,1.107747304484319,0,0.44154971722276426,0,0.09803810167634604,0,0.0
TXN00008684,CUST000083,2025-12-04 02:48:57.003505,59.29,EUR,ES,IT,web,tablet,0,Normal,2,3,4,12,158.37742857142857,131.01619648393864,23.45,495.8,70,3,4,-0.7562990719798273,1,2,8,3,4,0.0,0,0,0.5056392103115729,0,1.1338417937452339,0,0.0,0,0.016069833395711997,0,0.0
TXN00006277,CUST000040,2025-12-06 22:25:57.003505,154.98,EUR,IT,FR,cajero,atm,0,Normal,22,5,6,12,3874.694230769231,15635.620503928736,12.24,90189.11,78,9,4,-0.23790000720449084,1,5,5,1,0,0.0,0,0,0.5225392716579093,0,1.038033922928142,0,0.016285714285714285,1,0.776032730667763,0,0.0
TXN00005239,CUST000145,2025-02-22 06:11:57.003505,468.62,EUR,DE,DE,cajero,mobile,0,Normal,6,5,22,2,825.7344444444445,658.4965368085764,114.16,2750.31,45,5,4,-0.5423178770732686,1,1,3,1,2,0.0,0,0,0.442826641961646,0,0.9890099241725114,0,0.0,0,0.011913788592832134,0,0.0
TXN00006540,CUST000004,2025-01-23 17:34:57.003505,4554.58,EUR,DE,CH,cajero,pos,0,Normal,17,3,23,1,14062.081549295775,19520.768114931096,601.38,95541.67,71,12,4,-0.4870454632129259,1,1,1,1,3,0.0,0,0,0.5427516928635259,0,1.0338732172560627,0,0.036373668951296574,0,0.023239672214334883,0,0.0
TXN00001508,CUST000177,2025-07-13 21:50:57.003505,715.67,EUR,FR,DE,app,desktop,0,Normal,21,6,13,7,882.1804000000001,714.9039851529658,108.09,2740.13,50,5,4,-0.2329129550613142,1,3,3,0,1,0.0,0,0,0.4488734510996335,0,0.9881745959424407,0,0.0,0,0.01897952068330327,0,0.0
TXN00004851,CUST000074,2025-05-24 05:40:57.003505,6984.09,EUR,IT,IT,sucursal,pos,0,Normal,5,5,24,5,5339.021777777778,3544.830265405901,1289.22,14680.96,45,6,4,0.4640753149205518,1,5,8,2,3,0.0,0,0,0.4515683487203092,0,1.0445669775160662,0,0.0,0,0.01828797686743777,0,0.0
TXN00002860,CUST000186,2025-03-11 02:48:57.003505,7562.57,EUR,IT,GB,app,atm,0,Normal,2,1,11,3,4858.559038461539,3428.725794161738,1031.11,14581.66,52,6,4,0.7886343566330327,1,5,6,0,0,0.0,0,0,0.48540856554500844,0,1.099724391591673,0,0.0,0,0.03774689522530877,0,0.0
TXN00000691,CUST000033,2025-09-13 18:10:57.003505,11129.14,EUR,IT,DE,sucursal,atm,0,Normal,18,5,13,9,13515.900317460317,21277.432782527,1113.58,86099.77,63,10,4,-0.11217332192952095,1,5,3,2,0,0.0,0,0,0.5178146830317825,0,0.9904717376914707,0,0.16445176193547084,0,0.46470285148241225,0,0.0
TXN00007367,CUST000079,2025-01-29 22:30:57.003505,22648.11,EUR,FR,ES,app,atm,0,Normal,22,2,29,1,8145.75744680851,6052.306858239896,540.85,22648.11,47,6,4,2.3961694095287207,1,3,4,0,0,0.0,0,0,0.5472361649592995,1,1.2100290928801,0,0.0,0,0.316454850282115,0,0.0
TXN00005751,CUST000100,2025-04-07 04:13:57.003505,2883.51,USD,GB,FR,app,pos,0,Normal,4,0,7,4,5226.1033333333335,3597.2253919944915,1045.25,14117.6,48,6,4,-0.6512222831228415,3,4,5,0,3,0.0,0,0,0.49588125464599814,0,1.0194366048777515,0,0.0,0,0.02423779919559832,0,0.0
TXN00002490,CUST000155,2026-01-12 08:33:57.003505,1294.66,EUR,IT,IT,cajero,pos,0,Normal,8,0,12,1,955.0666666666667,767.1100594112946,122.32,2967.61,45,5,4,0.4426917998588841,1,5,8,1,3,0.0,0,0,0.4821778224199168,0,1.0448528143466995,0,0.0,0,0.029215274263734214,0,0.0
TXN00004338,CUST000000,2025-11-29 02:20:57.003505,748.26,EUR,DE,GB,sucursal,desktop,0,Normal,2,5,29,11,4670.333709677419,14778.584927606773,159.16,93045.57,62,10,4,-0.26538898877154987,1,1,6,2,1,0.0,0,0,0.48808961757969554,0,1.0224412744760705,0,0.009715909090909091,1,0.5419820093947666,0,0.0
TXN00001294,CUST000064,2025-12-25 00:24:57.003505,431.42,EUR,ES,FR,web,pos,0,Normal,0,3,25,12,729.9651020408163,552.4964489294722,103.76,2307.86,49,5,4,-0.540356597909229,1,2,5,3,3,0.0,0,0,0.4457085907258258,0,0.9923623125479131,0,0.0,0,0.01161848413127708,0,0.0
TXN00002186,CUST000026,2025-11-21 09:58:57.107482,34684.17,EUR,FR,PK,cajero,mobile,1,Fraude,9,4,21,11,7883.520307692308,20808.794176314088,16.14,93951.45,65,7,4,1.2879482330372594,1,3,11,1,2,1.0,1,0,0.5455049092945671,0,1.0565227715782555,1,0.9881208452453145,1,0.9999945972005786,1,1.0
TXN00009373,CUST000058,2025-07-25 23:11:57.003505,5188.13,EUR,FR,ES,app,pos,0,Normal,23,4,25,7,5591.0198,3793.973079900562,1030.04,14421.18,50,6,4,-0.10619205550724872,1,3,4,0,3,0.0,0,0,0.4409334045783225,0,0.9953684115656044,0,0.0,0,0.009707585742303213,0,0.0
TXN00008299,CUST000167,2025-08-11 07:25:57.003505,2241.54,EUR,US,US,app,tablet,0,Normal,7,0,11,8,5069.928793103448,3997.779061335983,1022.26,14648.94,58,6,4,-0.7074900210845477,1,6,14,0,4,0.0,0,0,0.5174786065605503,0,1.148572326321656,0,0.0,0,0.045916331113496606,0,0.0
TXN00008357,CUST000035,2025-08-12 18:24:57.107482,45300.01,EUR,DE,FR,sucursal,pos,1,Fraude,18,1,12,8,6047.965897435898,17026.815534224974,102.61,89843.04,39,8,4,2.3053074147282393,1,1,5,2,3,1.0,1,0,0.5497526065425198,1,1.233636731583859,1,0.9638597347046644,1,0.9999997559078114,1,1.0
TXN00006559,CUST000157,2025-04-10 02:51:57.003505,1171.67,EUR,IT,FR,cajero,pos,0,Normal,2,3,10,4,4468.6006,3061.342828385575,1001.7,14281.22,50,6,4,-1.0769556968115552,1,5,5,1,3,0.0,0,0,0.44421493211646534,0,0.9854039878908019,0,0.0,0,0.008671023093756057,0,0.0
TXN00002067,CUST000184,2025-03-16 01:51:57.003505,139.79,EUR,FR,ES,cajero,tablet,0,Normal,1,6,16,3,141.98777777777778,127.80667248159469,12.93,486.33,54,3,4,-0.017196111266398677,1,3,4,1,4,0.0,0,0,0.47003632233092557,0,1.0118614911219495,0,0.0,0,0.0067192931799509355,0,0.0
TXN00006201,CUST000124,2025-09-02 07:33:57.003505,739.4,EUR,DE,DE,web,tablet,0,Normal,7,1,2,9,909.7118867924529,685.5308862425715,105.13,2668.3,53,5,4,-0.24843794781808126,1,1,3,3,4,0.0,0,0,0.47170609061985735,0,1.0254029969867071,0,0.0,0,0.014133582684315766,0,0.0
TXN00009655,CUST000124,2025-11-22 01:24:57.003505,930.32,EUR,DE,GB,app,mobile,0,Normal,1,5,22,11,909.7118867924529,685.5308862425715,105.13,2668.3,53,5,4,0.03006153856967655,1,1,6,0,2,0.0,0,0,0.4546615061428605,0,1.0027874130421786,0,0.0,0,0.018781796999837456,0,0.0
TXN00006212,CUST000110,2025-02-26 03:35:57.003505,53.41,EUR,ES,IT,sucursal,atm,0,Normal,3,2,26,2,182.09387755102043,131.0415090377906,13.74,460.63,49,3,4,-0.982008506418384,1,2,8,2,0,0.0,0,0,0.47325413455827436,0,1.0056080524788338,0,0.0,0,0.01465248898694715,0,0.0
TXN00003492,CUST000012,2025-09-27 22:45:57.003505,1824.48,EUR,IT,IT,app,pos,0,Normal,22,5,27,9,11848.529666666667,20090.907636760738,1017.21,83759.47,60,12,4,-0.49893463488063267,1,5,8,0,3,0.0,0,0,0.5375208492637372,0,1.0398864240289476,0,0.007916666666666666,0,0.2428801180260615,0,0.0
TXN00006600,CUST000085,2025-09-21 04:08:57.003505,231.52,EUR,FR,GB,cajero,pos,0,Normal,4,6,21,9,924.8436363636364,611.0956308904902,141.58,2746.59,44,5,4,-1.1345583247236852,1,3,6,1,3,0.0,0,0,0.4476327853225403,0,1.0107149426673594,0,0.0,0,0.02536585765329789,0,0.0
TXN00008495,CUST000130,2026-01-05 03:43:57.003505,10791.75,EUR,IT,ES,sucursal,atm,0,Normal,3,0,5,1,5477.731875,3585.6029816829373,1158.54,14850.38,64,6,4,1.48204309028764,1,5,4,2,0,0.0,0,0,0.51857718295551,1,1.1757970629087189,0,0.0,0,0.025485141870088025,0,0.0
TXN00009506,CUST000012,2025-02-07 00:27:57.003505,1224.02,EUR,IT,US,app,tablet,0,Normal,0,4,7,2,11848.529666666667,20090.907636760738,1017.21,83759.47,60,12,4,-0.5288217863635969,1,5,14,0,4,0.0,0,1,0.5841270499797585,0,1.0427725796519203,0,0.08835695031971008,0,0.48596029630762266,0,0.0
TXN00009866,CUST000129,2026-01-02 18:34:57.003505,6534.17,EUR,US,IT,web,tablet,0,Normal,18,4,2,1,5171.594634146341,3069.580435637823,1448.31,14426.04,41,6,4,0.4438962894049835,1,6,8,3,4,0.0,0,0,0.531166278606646,1,1.1658734496090057,0,0.0,0,0.025896627843875784,0,0.0
TXN00006971,CUST000180,2025-09-02 04:01:57.003505,630.74,GBP,GB,FR,app,atm,0,Normal,4,1,2,9,934.9624,733.4398987565374,127.9,2829.87,50,5,4,-0.4147884511068807,2,4,5,0,0,0.0,0,0,0.49406599462614714,0,1.0598982671836583,0,0.0,0,0.0522764713826729,0,0.0
TXN00005616,CUST000024,2025-06-09 05:16:57.003505,596.94,EUR,FR,GB,app,desktop,0,Normal,5,0,9,6,13902.334629629631,16284.919332654581,520.55,73708.1,54,9,4,-0.8170377977944641,1,3,6,0,1,0.0,0,0,0.49858140685484115,0,1.0203276814864135,0,0.005588235294117647,0,0.0049402831740197025,0,0.0
TXN00006344,CUST000141,2025-09-04 00:37:57.003505,1466.37,CHF,GB,GB,app,pos,0,Normal,0,3,4,9,881.8225000000001,797.0668304624176,106.03,2971.69,48,5,4,0.7333732592127837,0,4,6,0,3,0.0,0,0,0.49956066337156135,0,1.099434003849374,0,0.007916666666666666,0,0.02398688040809792,0,0.0
TXN00001349,CUST000073,2025-09-03 08:41:57.003505,2625.25,EUR,DE,FR,sucursal,mobile,0,Normal,8,2,3,9,870.7014285714286,670.8365566182797,100.07,2635.22,42,5,4,2.6154635603907366,1,1,5,2,2,0.0,0,0,0.49624187763872923,0,1.0785730068478219,0,0.0,0,0.01274538470182289,0,0.0
TXN00008575,CUST000047,2025-01-31 05:38:57.003505,695.28,EUR,ES,ES,cajero,atm,0,Normal,5,4,31,1,14563.28859375,20712.60540698934,564.29,99973.8,64,9,4,-0.6695443823016481,1,2,4,1,0,0.0,0,0,0.5319772336754812,0,1.017098687019942,0,0.0,0,0.0041494632410926735,0,0.0
TXN00004269,CUST000004,2025-04-16 04:29:57.003505,2198.77,EUR,DE,FR,cajero,tablet,0,Normal,4,2,16,4,14062.081549295775,19520.768114931096,601.38,95541.67,71,12,4,-0.6077277020474418,1,1,5,1,4,0.0,0,0,0.5243405887407601,0,1.0167035399367421,0,0.0,0,0.02436894009566307,0,0.0
TXN00007162,CUST000060,2025-08-23 20:57:57.003505,920.64,EUR,IT,DE,sucursal,pos,0,Normal,20,5,23,8,793.8452000000001,702.8669137539191,101.28,2914.93,50,5,4,0.18039659761818785,1,5,3,2,3,0.0,0,0,0.4584960159831042,0,0.9978213376584785,0,0.0,0,0.009002693641049376,0,0.0
TXN00005746,CUST000020,2025-05-31 12:47:57.107482,1346.38,EUR,IT,ES,web,tablet,1,Fraude,12,5,31,5,3059.5745588235295,12108.493253395596,10.07,69036.33,68,7,4,-0.1414870143485119,1,5,4,3,4,1.0,1,0,0.49838317680833233,0,1.0438715453240917,1,0.6741897060138439,0,0.21989391214132478,1,1.0
TXN00000030,CUST000080,2025-02-28 05:16:57.003505,217.71,EUR,ES,IT,cajero,desktop,0,Normal,5,4,28,2,146.3564,118.60946270815987,13.78,474.86,50,3,4,0.6015843742078327,1,2,8,1,1,0.0,0,0,0.4727348175429064,0,1.0038825021139188,0,0.0,0,0.007392145177615769,0,0.0
TXN00008715,CUST000027,2025-03-09 07:48:57.003505,76.71,EUR,FR,FR,app,atm,0,Normal,7,6,9,3,4851.360625,18687.684437621316,10.99,94066.9,64,5,4,-0.2554971773352702,1,3,5,0,0,0.0,0,0,0.49530505321110935,0,1.0442154168454623,0,0.0,1,0.6721063123368848,0,0.0
TXN00004106,CUST000175,2025-03-25 00:56:57.003505,1130.18,CHF,CH,DE,app,atm,0,Normal,0,1,25,3,7860.104426229508,5731.840249814343,861.98,23359.66,61,6,4,-1.1741297963203638,0,0,3,0,0,0.0,0,0,0.5343241555420863,1,1.2231403074165712,0,0.0,0,0.0006748785901449797,0,0.0
TXN00001360,CUST000045,2025-04-08 22:42:57.003505,687.16,CHF,GB,IT,app,tablet,0,Normal,22,1,8,4,6149.803333333333,15824.94547276264,125.29,85657.33,60,9,4,-0.34519192134912935,0,4,8,0,4,0.0,0,0,0.5173110037900301,0,1.0870356233859169,0,0.009268292682926829,1,0.5804285913699214,0,0.0
TXN00007698,CUST000056,2026-01-02 18:48:57.003505,1582.26,EUR,GB,FR,web,desktop,0,Normal,18,4,2,1,850.786111111111,607.7213774215593,107.86,2433.3,54,5,4,1.2036336302480477,1,4,5,3,1,0.0,0,0,0.4840688762777804,0,1.0347699039410376,0,0.0,0,0.010610569024227127,0,0.0
TXN00000723,CUST000008,2025-01-31 21:37:57.003505,3038.56,EUR,IT,US,sucursal,atm,0,Normal,21,4,31,1,12268.12043478261,18777.04859567871,1067.78,84173.34,46,9,4,-0.4915341400573005,1,5,14,2,0,0.0,0,1,0.5717789158737319,1,1.2444362302489729,0,0.04305900424686003,0,0.1287373952742615,0,0.0
