transaction_id,customer_id,timestamp,amount,origin_country,destination_country,channel,score_decision_tree,risk_level,is_anomaly
TXN00005582,CUST000009,2025-11-03 15:45:57.107482,63358.88,FR,SY,cajero,1.0,MEDIO,1
TXN00009581,CUST000036,2025-03-21 09:08:57.107482,84621.7,FR,FR,sucursal,1.0,MEDIO,1
TXN00002549,CUST000048,2025-09-12 15:02:57.107482,54574.23,FR,KP,web,1.0,MEDIO,1
TXN00008850,CUST000001,2025-09-09 14:11:57.107482,98285.28,FR,RU,sucursal,1.0,MEDIO,1
TXN00009614,CUST000030,2025-11-09 13:34:57.107482,56504.46,GB,PK,app,1.0,MEDIO,1
TXN00006200,CUST000009,2025-02-27 17:25:57.107482,56053.51,FR,DE,web,1.0,MEDIO,1
TXN00007843,CUST000038,2025-09-18 07:57:57.107482,58249.62,ES,IT,web,1.0,MEDIO,1
TXN00009954,CUST000021,2025-01-23 02:49:57.107482,311.17,FR,KP,cajero,1.0,MEDIO,1
TXN00004226,CUST000043,2025-11-09 14:04:57.107482,71872.69,CH,FR,sucursal,1.0,MEDIO,1
TXN00007617,CUST000003,2025-11-22 11:12:57.107482,716.3,ES,FR,sucursal,1.0,MEDIO,1
TXN00003155,CUST000049,2025-08-08 12:46:57.107482,97438.68,ES,YE,sucursal,1.0,MEDIO,1
TXN00003381,CUST000022,2025-03-17 03:42:57.107482,23800.42,IT,CN,web,1.0,MEDIO,1
TXN00002036,CUST000027,2025-08-30 22:46:57.107482,94066.9,FR,IT,sucursal,1.0,MEDIO,1
TXN00009187,CUST000047,2025-05-24 00:39:57.107482,46867.04,ES,RU,cajero,1.0,MEDIO,1
TXN00009824,CUST000015,2025-10-08 21:06:57.003505,11647.87,FR,US,cajero,1.0,MEDIO,0
TXN00008543,CUST000026,2025-10-25 12:15:57.107482,53304.3,FR,SY,cajero,1.0,MEDIO,1
TXN00002680,CUST000030,2025-11-15 15:26:57.107482,96740.03,GB,YE,cajero,1.0,MEDIO,1
TXN00001093,CUST000003,2025-08-19 11:28:57.107482,99303.62,ES,PK,cajero,1.0,MEDIO,1
TXN00007884,CUST000049,2025-04-13 13:16:57.107482,28818.02,ES,NG,cajero,1.0,MEDIO,1
TXN00004163,CUST000003,2025-12-30 09:03:57.107482,1450.07,ES,FR,web,1.0,MEDIO,1
TXN00006717,CUST000016,2025-06-27 14:43:57.107482,2556.06,IT,DE,web,1.0,MEDIO,1
TXN00006466,CUST000049,2025-10-26 19:30:57.107482,66908.16,ES,DE,web,1.0,MEDIO,1
TXN00001730,CUST000014,2025-07-02 14:20:57.107482,46861.1,IT,NG,cajero,1.0,MEDIO,1
TXN00007558,CUST000012,2025-04-22 21:20:57.107482,6004.53,IT,RU,cajero,1.0,MEDIO,1
TXN00000283,CUST000006,2025-10-16 13:11:57.107482,37578.0,FR,PK,app,1.0,MEDIO,1
TXN00007390,CUST000035,2025-06-24 13:32:57.107482,23718.83,DE,RU,web,1.0,MEDIO,1
TXN00003932,CUST000031,2025-04-26 21:00:57.107482,26705.84,ES,CN,app,1.0,MEDIO,1
TXN00003624,CUST000043,2025-07-14 17:54:57.107482,81158.31,CH,CH,cajero,1.0,MEDIO,1
TXN00000257,CUST000039,2025-05-18 00:28:57.107482,49570.67,DE,PK,web,1.0,MEDIO,1
TXN00001790,CUST000024,2025-09-06 03:43:57.107482,73708.1,FR,DE,app,1.0,MEDIO,1
TXN00002553,CUST000037,2025-09-09 15:14:57.107482,1426.92,ES,FR,cajero,1.0,MEDIO,1
TXN00009438,CUST000005,2025-11-29 18:20:57.003505,2656.76,GB,DE,app,1.0,MEDIO,0
TXN00003563,CUST000004,2025-03-23 09:02:57.107482,32921.48,DE,GB,sucursal,1.0,MEDIO,1
TXN00003402,CUST000030,2025-10-07 15:55:57.107482,8921.09,GB,ES,web,1.0,MEDIO,1
TXN00005082,CUST000005,2025-08-15 23:16:57.107482,49162.75,GB,ES,web,1.0,MEDIO,1
TXN00004095,CUST000002,2025-10-12 13:26:57.107482,37998.09,ES,SY,web,1.0,MEDIO,1
TXN00000493,CUST000040,2025-09-08 02:15:57.107482,598.89,IT,AF,sucursal,1.0,MEDIO,1
TXN00008480,CUST000008,2025-11-03 10:25:57.107482,54444.42,IT,RU,sucursal,1.0,MEDIO,1
TXN00005808,CUST000027,2025-07-15 20:46:57.107482,625.86,FR,KP,app,1.0,MEDIO,1
TXN00008080,CUST000021,2025-06-16 10:54:57.107482,280.51,FR,FR,cajero,1.0,MEDIO,1
TXN00002721,CUST000029,2026-01-01 14:40:57.107482,25613.08,GB,FR,sucursal,1.0,MEDIO,1
TXN00003215,CUST000047,2025-08-21 02:26:57.107482,79093.55,ES,FR,app,1.0,MEDIO,1
TXN00005909,CUST000007,2025-03-08 19:30:57.107482,35386.74,DE,NG,app,1.0,MEDIO,1
TXN00004057,CUST000030,2025-07-15 15:24:57.107482,6008.98,GB,IT,web,1.0,MEDIO,1
TXN00006740,CUST000000,2025-06-21 13:16:57.107482,15671.32,DE,PK,sucursal,1.0,MEDIO,1
TXN00003193,CUST000040,2025-05-29 19:18:57.107482,342.0,IT,AF,app,1.0,MEDIO,1
TXN00001885,CUST000031,2026-01-01 04:04:57.003505,24751.03,ES,GB,web,1.0,MEDIO,0
TXN00008181,CUST000007,2025-08-14 03:02:57.107482,10334.74,DE,RU,cajero,1.0,MEDIO,1
TXN00003078,CUST000029,2025-03-19 09:31:57.003505,4333.81,GB,GB,app,1.0,MEDIO,0
TXN00000578,CUST000005,2025-09-07 04:12:57.003505,1864.97,GB,IT,web,1.0,MEDIO,0
TXN00004267,CUST000007,2025-08-03 09:12:57.107482,20021.85,DE,CN,cajero,1.0,MEDIO,1
TXN00009950,CUST000037,2025-03-29 05:09:57.107482,870.27,ES,AF,web,1.0,MEDIO,1
TXN00007203,CUST000015,2025-09-29 21:45:57.107482,5352.09,FR,NG,cajero,1.0,MEDIO,1
TXN00006186,CUST000011,2025-11-23 01:02:57.107482,4295.23,ES,AF,web,1.0,MEDIO,1
TXN00003051,CUST000033,2025-01-29 11:35:57.107482,41747.22,IT,IT,web,1.0,MEDIO,1
TXN00000025,CUST000014,2025-06-10 20:47:57.107482,89409.3,IT,DE,app,1.0,MEDIO,1
TXN00001917,CUST000020,2025-05-24 20:57:57.107482,736.04,IT,NG,web,1.0,MEDIO,1
TXN00003993,CUST000010,2025-10-24 19:35:57.107482,19316.11,FR,DE,web,1.0,MEDIO,1
TXN00002856,CUST000001,2026-01-01 09:00:57.003505,935.34,FR,IT,sucursal,1.0,MEDIO,0
TXN00003342,CUST000000,2025-09-03 13:43:57.107482,6576.96,DE,GB,sucursal,1.0,MEDIO,1
TXN00003494,CUST000033,2025-11-03 11:59:57.107482,55102.07,IT,PK,cajero,1.0,MEDIO,1
TXN00006567,CUST000027,2025-09-20 20:20:57.107482,83387.26,FR,IT,cajero,1.0,MEDIO,1
TXN00006944,CUST000046,2025-11-26 12:14:57.107482,19330.86,GB,ES,web,1.0,MEDIO,1
TXN00007053,CUST000025,2025-08-09 18:47:57.107482,1906.35,ES,KP,cajero,1.0,MEDIO,1
TXN00007204,CUST000019,2025-01-28 05:00:57.107482,70887.77,DE,FR,app,1.0,MEDIO,1
TXN00008406,CUST000037,2025-05-17 12:30:57.107482,631.42,ES,ES,app,1.0,MEDIO,1
TXN00001724,CUST000019,2025-05-25 00:55:57.107482,55498.75,DE,US,app,1.0,MEDIO,1
TXN00000991,CUST000022,2025-04-03 12:10:57.107482,27204.88,IT,DE,web,1.0,MEDIO,1
TXN00005217,CUST000021,2025-09-14 12:09:57.107482,818.53,FR,FR,web,1.0,MEDIO,1
TXN00001767,CUST000039,2025-02-03 20:15:57.107482,81661.54,DE,DE,app,1.0,MEDIO,1
TXN00006548,CUST000008,2025-04-01 09:48:57.003505,5346.03,IT,GB,app,1.0,MEDIO,0
TXN00001415,CUST000028,2026-01-12 23:25:57.107482,23978.91,ES,IT,cajero,1.0,MEDIO,1
TXN00002452,CUST000049,2025-07-22 14:06:57.107482,4637.33,ES,IT,app,1.0,MEDIO,1
TXN00007940,CUST000010,2025-08-29 15:23:57.107482,2036.01,FR,GB,sucursal,1.0,MEDIO,1
TXN00002752,CUST000037,2025-04-26 07:10:57.107482,773.71,ES,YE,web,1.0,MEDIO,1
TXN00009468,CUST000036,2025-07-03 09:16:57.003505,4993.98,FR,ES,sucursal,1.0,MEDIO,0
TXN00008900,CUST000036,2025-07-12 13:22:57.107482,37182.38,FR,DE,cajero,1.0,MEDIO,1
TXN00008525,CUST000045,2025-12-26 08:36:57.107482,38377.64,GB,DE,web,1.0,MEDIO,1
TXN00008547,CUST000021,2025-09-23 19:29:57.107482,894.27,FR,YE,web,1.0,MEDIO,1
TXN00000719,CUST000001,2025-01-25 12:03:57.107482,16725.5,FR,NG,app,1.0,MEDIO,1
TXN00001177,CUST000000,2025-06-27 10:30:57.107482,40124.77,DE,RU,sucursal,1.0,MEDIO,1
TXN00003184,CUST000000,2026-01-15 10:57:57.107482,7005.41,DE,ES,web,1.0,MEDIO,1
TXN00005800,CUST000034,2025-07-27 10:45:57.107482,1318.06,FR,IT,app,1.0,MEDIO,1
TXN00004138,CUST000009,2026-01-08 10:00:57.107482,74770.48,FR,DE,sucursal,1.0,MEDIO,1
TXN00006327,CUST000041,2025-08-24 08:30:57.107482,80913.59,DE,GB,web,1.0,MEDIO,1
TXN00001147,CUST000018,2025-05-22 20:28:57.107482,15721.06,FR,FR,app,1.0,MEDIO,1
TXN00004816,CUST000012,2025-06-20 13:20:57.107482,81634.67,IT,NG,web,1.0,MEDIO,1
TXN00005017,CUST000020,2025-01-28 12:09:57.107482,635.29,IT,IT,web,1.0,MEDIO,1
TXN00009027,CUST000008,2025-04-24 22:50:57.107482,54408.74,IT,FR,sucursal,1.0,MEDIO,1
TXN00003798,CUST000044,2025-07-24 04:14:57.107482,3057.75,ES,SY,cajero,1.0,MEDIO,1
TXN00006009,CUST000029,2025-12-12 09:24:57.107482,37204.99,GB,IT,app,1.0,MEDIO,1
TXN00007851,CUST000014,2025-03-21 06:38:57.107482,3969.85,IT,PK,cajero,1.0,MEDIO,1
TXN00004527,CUST000011,2025-06-02 12:16:57.107482,7842.66,ES,FR,web,1.0,MEDIO,1
TXN00004844,CUST000029,2025-11-24 11:06:57.107482,93521.66,GB,NG,sucursal,1.0,MEDIO,1
TXN00006437,CUST000031,2025-06-14 22:25:57.107482,79046.03,ES,CH,sucursal,1.0,MEDIO,1
TXN00006870,CUST000037,2025-10-29 13:45:57.107482,445.43,ES,ES,cajero,1.0,MEDIO,1
TXN00005957,CUST000045,2025-04-29 22:15:57.107482,85657.33,GB,DE,sucursal,1.0,MEDIO,1
TXN00008784,CUST000000,2025-05-30 04:26:57.107482,93045.57,DE,GB,web,1.0,MEDIO,1
TXN00007657,CUST000024,2025-11-26 22:40:57.003505,24953.38,FR,FR,cajero,1.0,MEDIO,0
